names	lfc	padj
FGF18	3.7970023	4.1483059467118233e-154
GNG3	3.781221	7.819735581274883e-132
RP1-76B20.11	3.776348	1.7215374385236678e-166
CNTN2	3.7445319	1.5740515974776544e-141
SHOX	3.7119696	4.2968957254093024e-163
CHRNA7	3.6915624	1.529740565272453e-161
AC005863.1	3.6835802	1.6512514030625042e-159
ALOX5AP	3.683249	7.751224788256398e-163
TCF15	3.6769624	1.5137729355691176e-154
KLHL1	3.647888	2.5016645485099815e-156
AQP6	3.6344862	1.557715141449251e-163
HOXB3	3.604538	1.0843732328577666e-162
PTGDS	3.5543618	6.321257040538702e-140
LINC00645	3.5525324	2.957886978227035e-130
RP11-679B19.1	3.5250278	1.0168201901144016e-113
HOXB-AS1	3.5102537	1.172797450736608e-141
CKM	3.5020788	2.5314276751943282e-160
SCRT1	3.450096	2.2247112790227472e-151
BHLHE22	3.4365177	2.558231364498672e-139
FBXO2	3.432648	7.746916405434814e-150
RP11-44F21.5	3.4319715	4.83341166485884e-154
MAFA	3.3905108	4.330282658515653e-147
HOXA3	3.3602853	1.3025530737212475e-150
LA16c-444G7.2	3.3552077	4.926568663770381e-155
PADI2	3.3490381	2.249657724446628e-159
PPP1R14C	3.3463058	5.524855055130645e-162
RP11-260M19.2	3.3450387	2.075964570839093e-158
ASIC4	3.3089852	1.8313718956515652e-151
AP1S2	3.2991455	7.242918084478352e-150
BDNF	3.258724	4.831437274042355e-154
ARHGAP36	3.2418613	2.942927731309175e-140
CRYBA1	3.2150662	4.657853583219786e-142
INA	3.2091336	9.006172289993438e-109
C1QL4	3.2043436	4.380072531660102e-147
RP11-138E2.1	3.1880906	4.779213971817012e-153
CYP26B1	3.1731243	1.1976933634720352e-132
MAB21L2	3.1353278	6.938452244622311e-118
TMIGD3	3.1052732	8.645777704211702e-139
RP4-665J23.2	3.1045847	2.370836604864625e-140
KIAA1024L	3.0927186	1.815260964874946e-163
AC091729.8	3.0867543	7.066202864499111e-151
TAGLN3	3.0781398	4.36131109772739e-101
TUBB2A	3.077664	2.1770171509723853e-100
AC007879.4	3.0765004	2.748458516144162e-158
NRSN1	3.0762897	3.296004329778654e-162
MYL6	3.0503585	1.0243679366916765e-160
VTN	3.0325277	2.805024133927379e-91
LINC01250	3.0285041	4.417830113501887e-124
RTN1	3.0186691	5.354576170897907e-71
RP11-362K2.2	3.0157523	7.273126643099051e-123
ESRRB	3.0131662	3.611056577866007e-146
AC098820.4	3.0063179	6.123870688505551e-160
SPON2	3.0025008	3.2737017445446966e-116
SCG3	2.9980116	1.9768410244809652e-106
RP11-77H9.8	2.9953303	4.3350302863461685e-147
HOTAIRM1	2.986428	4.344465884380246e-124
RP11-11N5.3	2.9798644	5.318017969375395e-142
KB-1466C5.1	2.977647	1.3765449091976111e-167
SRL	2.9662948	4.956723679816454e-146
RP11-214K3.25	2.958687	4.222752644801574e-159
INAFM1	2.945443	1.5933868559382499e-131
ECEL1	2.9382174	6.086873153794856e-140
RP11-442N1.1	2.9315507	2.2332833925787853e-138
RASGEF1B	2.9285803	1.7145764143611588e-156
VSTM2L	2.916607	1.0061827527602371e-127
TUBA1A	2.9163115	4.1857057529938155e-121
CTC-378H22.2	2.9054155	3.8826923005702643e-131
ENC1	2.9016883	7.6751848926660415e-146
RP11-469H8.6	2.8966541	8.392197319122248e-120
CTD-2269F5.1	2.8889246	8.2662258718068525e-140
CH25H	2.888338	3.727814367297648e-98
CLEC2L	2.8701289	1.6495664261074034e-142
FIGF	2.8657808	1.255738007610647e-154
TMEM176B	2.8621736	2.812419220482701e-144
DRAXIN	2.8607106	1.1621302120954368e-160
RP11-834C11.15	2.851852	7.421688532471191e-156
TBX10	2.8424983	6.570939586324338e-155
OLFM1	2.840286	6.422119393027869e-117
SCRT2	2.8393333	6.837405816609865e-130
POU3F1	2.8353102	5.537463675613019e-156
DLK1	2.822541	4.22517046398003e-115
RP5-919F19.5	2.821596	3.4381779458715856e-135
ADAMTS16	2.8192444	9.192694215972776e-133
PCSK1N	2.8169389	9.145147605904709e-91
THSD7A	2.8056781	6.540694374251062e-138
SECTM1	2.7999127	6.543595960984048e-156
EPS8L1	2.7973895	3.1508539571018975e-130
CARTPT	2.7912393	1.2601314413066696e-145
AC006372.4	2.7876189	2.0424152545810533e-136
RP11-179K3.2	2.7850685	1.3880988223746611e-146
RP11-318A15.8	2.784403	1.3232165594377695e-148
RP11-834C11.4	2.7831762	2.7597360440873162e-145
KLHL35	2.7553341	6.211873013049866e-117
SPNS2	2.7454503	2.846405634364391e-149
SYNGR4	2.7286508	1.441682909939035e-101
SLC10A7	2.7221625	6.386955135921583e-169
TMSB10	2.7080092	4.1389622570999304e-126
SSTR2	2.7079468	2.0539757254236464e-106
RP11-442O1.4	2.6863232	3.6758901405922414e-140
C3orf70	2.682493	1.8560009017402542e-153
SMIM18	2.681486	3.840747141777887e-114
MEG3	2.6753578	2.7644093209394508e-132
NETO1	2.674878	1.4830951271890853e-151
KB-1980E6.3	2.6562734	1.6522391675408339e-156
INSRR	2.6526039	9.256439682884636e-136
SPEG	2.6517687	5.396088915285318e-140
CTD-2587H24.5	2.6503406	2.4327078485587997e-134
CTB-25B13.9	2.6419804	6.977329235422597e-115
HCRT	2.6264498	9.176375526958717e-127
TMEM176A	2.6263127	2.929403362637083e-123
LIPJ	2.6237614	1.0550170280307148e-169
PPP1R1A	2.6117387	2.6311394401008028e-130
RP11-90J7.2	2.6101172	9.005118940382497e-129
RP11-689K5.3	2.6095495	2.676268307714285e-140
LECT1	2.6052125	5.874168645860169e-135
NNMT	2.5989904	8.613993784503458e-124
DPF3	2.5872562	1.0279735509419798e-141
NAMA	2.5872047	6.200081430534818e-77
KLHL13	2.5838532	1.0822572361428224e-150
PDZD7	2.5814946	3.718026913037185e-103
GRM2	2.5741525	3.178412378511455e-148
GLRA2	2.5644515	1.9542352310605537e-83
MLLT11	2.5637047	4.819770549031105e-81
PPY	2.5560281	1.6672253638451934e-155
FNDC5	2.5540943	4.215033150795313e-130
AC078941.1	2.553244	1.0744640164326307e-134
PPP1R14A	2.541899	1.1712610867123506e-122
RP11-411H5.1	2.5383677	1.0811949192906731e-153
LY9	2.535891	1.5185961563263547e-125
ST8SIA6	2.5324922	2.2303853828734527e-142
VN1R2	2.529574	7.69264446228231e-157
CHGA	2.5293536	1.5333593448419905e-110
EBF3	2.5293221	2.6806159805216e-110
KAZALD1	2.5193233	7.275873651124014e-146
CRMP1	2.5148525	1.7603827576331842e-117
ONECUT2	2.505533	1.045710971597942e-111
GRIK3	2.502786	1.0346606339185173e-141
TLX1	2.5013876	3.290657000294787e-129
RP11-234G16.4	2.499264	4.759585905290216e-146
ADIRF	2.4981544	7.530048054472243e-158
RP11-378A13.2	2.495667	6.514357726960057e-160
ESPN	2.4867764	4.577820448534831e-101
SIGLEC11	2.4843638	6.373873373259289e-153
RP11-797H7.5	2.4836333	1.0596394892570098e-142
PCDH9-AS1	2.4747286	6.771260630637383e-105
FRMPD3	2.4697304	6.926948072266584e-145
AP003774.6	2.4690907	1.4285030801456219e-151
NDUFB8	2.468866	6.112219953149592e-140
RAP1GAP2	2.4630642	1.2561805795230054e-141
SKAP2	2.4607327	4.967270574913992e-149
FAM222A	2.45719	1.7304613371101465e-155
APOF	2.4549077	4.4248960339943025e-150
DRP2	2.4521453	4.081025626739261e-156
EPHB6	2.4518774	2.788997665049547e-163
RP4-760C5.3	2.451264	1.5078878828785406e-172
PCDH9	2.4489596	2.806591857772145e-97
FLNC	2.4400055	7.215619153721516e-145
NHLH2	2.4364965	6.993339477099684e-107
CPLX1	2.4289455	1.643388966010056e-126
ATP13A4	2.4222786	1.8786996778930976e-150
CARD19	2.4204552	1.0721941837614896e-163
DBH	2.4102125	1.884172006303882e-150
AC078883.3	2.4089005	9.325152254212379e-147
RTN4RL2	2.406813	7.041306808380301e-132
SRRM4	2.4041872	5.728349558266173e-104
MANEAL	2.4035993	2.9991822203214804e-136
TCEAL7	2.3991733	2.9017104465397096e-117
DLL3	2.3988354	5.193588594417511e-121
PTCHD2	2.3982146	8.030601873348494e-133
NOVA1	2.3938816	1.827836944445485e-136
HOXA2	2.376892	4.681915280270566e-115
NRN1	2.3720963	6.780395877202085e-63
MEIS2	2.3709111	5.356323248319405e-120
JOSD2	2.3688097	1.0115905787764539e-128
SOX4	2.3595963	9.72594840119688e-114
AKR1C2	2.3587694	9.652488943625204e-116
SIT1	2.3579702	9.54746602273955e-124
RP11-263K4.3	2.3574743	8.515648240918879e-159
FAM26F	2.3553143	2.3242072129479682e-101
SPX	2.3438609	3.5863385152713873e-146
SEZ6L2	2.3404367	1.5098573915946318e-88
PLA2G1B	2.3397706	1.750606370124983e-135
TTLL6	2.3370564	5.5983303653957706e-126
MEIS1	2.3339782	1.8187331977015819e-146
RP11-297A16.2	2.333403	3.218024177467842e-123
P2RX3	2.3329935	9.313174672568222e-131
RP11-386G21.1	2.33259	1.254927986960647e-141
ZNF717	2.3319647	1.5468619650656456e-126
RP11-488L18.8	2.3298414	2.360445519458507e-125
PTPRN2	2.3290954	4.168065741086656e-134
PROC	2.3289459	2.774989598293949e-123
SEZ6L	2.3239565	3.1181323685053783e-103
CNR1	2.3174138	2.3186654365160955e-106
ASIC1	2.3110604	1.548051582582037e-143
TMC3-AS1	2.311052	8.797626051175397e-126
LINC00599	2.308869	1.6270394227690776e-113
IQSEC3	2.3085105	8.471084750408113e-133
NKX6-2	2.3083034	5.4757402803641776e-139
RP11-260M19.1	2.307357	1.26848754720112e-106
AKR1C1	2.2963636	7.526781540296417e-126
ELAVL3	2.293651	3.418913459626476e-84
CCDC188	2.2928119	1.7666442910273018e-128
HSD17B2	2.291825	2.743406109807728e-135
SH3BGRL3	2.2899146	6.587428799564503e-152
RTN2	2.2858248	6.997689594494058e-127
AC005498.3	2.284311	8.396634801950432e-157
COX7A1	2.277772	6.211953668814588e-119
KIF5A	2.2729743	2.3616371311225687e-102
TMEM163	2.2717896	2.2780052816040303e-85
ZDHHC22	2.2645345	2.6577356232639995e-123
RP11-834C11.5	2.2603152	4.928761572677291e-139
RP11-216B9.6	2.2577882	1.9769426532424555e-153
GDAP1L1	2.2565281	2.4469123182453125e-103
ONECUT3	2.2479465	1.976888239007882e-117
CHRFAM7A	2.2462127	5.534612004709935e-119
ELAVL4	2.2429113	2.84125761811844e-114
AP001891.1	2.2424316	4.0979095732774496e-136
BEND2	2.23601	1.0722441055926645e-131
STMN1	2.2355728	1.3768331260488847e-114
NKX3-1	2.2343392	2.071213037220482e-130
RP11-209K10.2	2.2338119	2.0699367755883423e-129
TMEM102	2.2318218	8.71370024572925e-84
DHRS9	2.2300901	1.80735585513878e-111
MMRN2	2.2278712	5.144726233926938e-142
CAMK2N1	2.226964	8.263154325234364e-81
GALNT9	2.2085903	1.3248476556643137e-125
RP11-422P24.10	2.200195	8.145480843226267e-115
SYN3	2.1983972	8.525030980830351e-114
GREB1L	2.1961584	3.51118038538327e-147
RP11-247C2.2	2.1952477	5.676607058060175e-104
CHRNA4	2.1698797	5.510364296966322e-122
RP11-51J9.6	2.1589787	8.013760555970271e-122
FGD5	2.1565013	7.950340906351177e-131
HOXA-AS2	2.1542003	1.3177422310187968e-147
ODF3L2	2.1539888	7.246736747401357e-108
AC092669.3	2.1476026	1.8728031100610632e-127
SOX11	2.1445193	1.3070835808596705e-103
RP11-6N17.10	2.1377048	7.956947544004083e-140
CTD-2265O21.3	2.134871	2.3890253886666418e-116
FXYD7	2.1342063	2.3142782777022444e-89
SLC10A4	2.1330676	1.0181927428999908e-139
AC003005.2	2.1260343	9.62818643119207e-160
ZNF667	2.121909	9.89049429234519e-136
TUBB3	2.1200128	1.1156056945007559e-125
HN1	2.1191208	3.147418078685663e-131
NKX6-1	2.1155891	1.408282057258443e-122
FBLL1	2.1041756	7.494838259835841e-119
PLEKHA6	2.0972385	1.0650476961796648e-129
SGCA	2.086354	5.0336812164569335e-112
RP4-790G17.7	2.0803607	2.7264518162989284e-144
CTD-3195I5.3	2.0709393	1.867016791915825e-131
RP11-624C23.1	2.0702705	1.2369702794293369e-117
NR5A2	2.0698671	3.539772456762272e-121
ADHFE1	2.0677578	2.3273849701092688e-132
RP11-521D12.5	2.0672069	8.036335133038673e-126
CTB-11I22.1	2.0653043	3.3055465741857323e-104
KB-1592A4.15	2.0642288	1.0079610691176432e-122
MIOX	2.054052	7.038396318378186e-103
CTC-336P14.1	2.0535455	8.568756451748045e-114
AC006273.5	2.051678	3.778938954043887e-81
KCNQ1-AS1	2.0311816	8.366385455463077e-132
SCRG1	2.02591	6.850773892117339e-113
CTD-3065B20.3	2.020961	7.323501431705152e-106
SHD	2.019939	1.3780813505350695e-125
KIF5C	2.0099216	6.9849389317896266e-62
CALM1	2.0098605	4.15410266697034e-134
CLDN23	2.0083182	8.266209939421114e-115
STARD10	2.006472	2.2433099207529672e-170
AC005618.6	2.0062535	3.729719426930344e-145
LRRC4B	2.0062528	1.5898808723158576e-107
ROBO3	2.0052872	9.531493478317863e-72
ARHGDIG	2.0034754	5.367138075492525e-95
UNC5A	1.9925456	3.2271516455511566e-107
IL7	1.9917941	1.132978662506431e-111
GRK4	1.9917853	2.616539594110989e-156
TPD52	1.9903103	8.543307525278783e-137
TCERG1L	1.9899628	9.731920502219648e-110
MLN	1.9887283	1.9818674216573446e-125
NSG1	1.986889	1.5251023657862021e-87
TUBA3D	1.9855314	7.096218706926768e-105
IRS1	1.9852734	5.813231789586325e-58
SERPINB9	1.9837984	2.228190164109058e-106
PRCD	1.9834507	2.477915318457188e-125
ALDH1L2	1.9813944	6.334842755438622e-112
RP11-103J8.1	1.9812555	7.505219963580057e-102
HSPB2	1.9785018	1.2171170227002533e-133
OSMR	1.9765128	1.9659814624398275e-119
CHRD	1.9759328	1.5503382447614107e-136
ZNF440	1.9741518	1.5711304151480042e-111
SYT2	1.9709896	4.6740500398563085e-117
CTD-3064C13.1	1.9644128	3.0581009345635185e-96
PROK1	1.9626215	5.807356950090452e-144
VAX2	1.9622027	8.173043343729273e-118
LINC01170	1.9565921	1.6287902460099528e-115
PTPRD-AS1	1.9552228	3.128471872366457e-118
EMC10	1.9531585	4.85873702588552e-101
RP11-123K19.1	1.9527745	4.5457190453781127e-135
RP11-504A18.1	1.9521188	1.1363090414550883e-157
MXRA7	1.951642	5.721952776324509e-131
DEPDC7	1.9515128	2.6673649278289382e-129
FAM212B-AS1	1.9475737	3.007871343421372e-119
MAF	1.9403466	2.0563004426129683e-83
ACOT7	1.9332523	1.8548899941815493e-144
HRC	1.9329574	9.48004089150541e-129
PLD4	1.9231069	4.361500254571606e-111
RP11-219D15.3	1.9224149	1.1332078713847225e-124
GLRA1	1.9222747	1.5658705611093035e-126
VLDLR-AS1	1.9221332	1.3554723703108046e-121
ADGRD2	1.9201245	3.0896849178621923e-112
MAGIX	1.9085815	9.308949352946355e-149
RP4-565E6.1	1.9085786	4.692973191908302e-142
BEX1	1.9074574	1.385419211406619e-75
CRABP2	1.904841	9.392437074992997e-104
EBF1	1.9038686	2.2068952779301709e-94
AC022201.5	1.8986356	1.2084403859430449e-138
EWSAT1	1.8957287	4.166907579691924e-135
FAM57B	1.8956463	1.2970242221875725e-80
TTC9B	1.8955446	3.966337499700313e-73
ST18	1.8944423	3.867118152649532e-94
C9orf129	1.8937589	7.916102979646122e-101
PROX1	1.8927525	9.286126573977173e-120
CH507-9B2.5	1.8918512	7.035651259047935e-83
LINC01535	1.8915548	6.438577908862882e-99
PLXNA4	1.8866708	1.5098942379183443e-104
SEC62-AS1	1.8860972	1.6452600656458279e-96
TUBB2B	1.8843107	5.725674168982754e-83
TRNP1	1.8831148	6.06704082078175e-138
KCNH2	1.8822181	2.444167261903986e-135
KCNC3	1.8820642	1.1131347081801017e-115
ETFB	1.881152	1.0207331174504721e-126
RP11-718O11.1	1.8786021	6.019781900662909e-34
RIMBP2	1.8778857	2.5155000441712407e-124
RP11-175K6.1	1.8763143	6.584282262022987e-125
CDKN2D	1.8759903	2.8847752142878663e-61
PTGER1	1.874949	1.8082539041030417e-136
POU2F2	1.8743579	2.477971356207256e-95
ARSF	1.8709137	4.48927752172731e-125
MYOM3	1.8665402	1.8527797395447257e-125
ELFN2	1.8640834	1.541872198150016e-118
LINC00311	1.8629966	1.8742960337093394e-131
CTA-398F10.1	1.861952	7.0141185706965005e-121
FAM84A	1.8611435	2.3944380138206586e-94
PTGIR	1.86071	1.3066737543038563e-129
KCNQ1DN	1.8588092	3.0166451392691656e-110
NR2F1	1.8580228	1.9062099915455674e-123
OGFR-AS1	1.8543345	3.0038695602918813e-112
SAMD11	1.852061	5.58751552154693e-104
ONECUT1	1.8456864	1.0183522002929894e-96
CYGB	1.8409845	2.9120731351965316e-113
HLA-DQB1	1.8404566	4.224679943232624e-117
TM7SF2	1.8400819	1.3280318325553665e-127
RIPPLY2	1.8392556	3.682370262966911e-108
PDGFRA	1.8387895	1.3481063004899723e-95
MPRIP-AS1	1.8365226	1.155781950042991e-124
RP5-884C9.2	1.8356879	1.2038307878927904e-138
KCNIP1	1.8326212	1.064673411788026e-44
RP11-629G13.1	1.830825	4.1693009936856274e-122
RP11-309L24.4	1.8270481	1.0420739859620194e-121
CTD-2545M3.8	1.8255899	1.8103169846629664e-111
COTL1	1.8249998	2.2701161824259275e-121
NTNG2	1.8235968	9.082745241453384e-115
NEUROD4	1.821417	3.786980410137908e-69
SMPD3	1.8207229	2.3622147957118977e-93
ETV3L	1.8171096	2.3696782458471385e-104
FAM49A	1.8168644	2.0099015736534627e-130
MIR124-2HG	1.816298	5.320371405792741e-126
HAGLROS	1.8159031	5.168713376344537e-125
ZNF441	1.8150891	1.0001384568367254e-110
RP11-479O9.4	1.8147608	2.1647502584245576e-132
KIF26A	1.8127787	1.1061840218460615e-101
ADARB2	1.803505	1.5421868548773878e-125
AC009014.3	1.8024353	2.362217295811575e-130
CORO7	1.7993864	2.406649502064198e-146
CTD-2154B17.4	1.7980319	1.5926489418435783e-86
RP11-425D10.10	1.7978759	2.321585746149673e-119
CLLU1	1.7885947	4.915893280043898e-94
TES	1.787454	4.78675868889898e-107
GPRIN3	1.7872427	4.216514201485777e-120
NHLH1	1.7870792	2.821667770108568e-81
WFIKKN1	1.7864196	1.001588386395193e-71
LINC01562	1.7853941	7.7250632682657e-125
GABBR2	1.784995	3.412791718336006e-113
STON1-GTF2A1L	1.783616	4.1220516865680515e-91
CAMK2N2	1.783403	5.953920002341083e-88
CLTB	1.7829558	1.563639990110028e-111
CD24	1.7821307	1.4401611972162223e-77
ZBTB46	1.781488	9.00156103776561e-118
ACTL6B	1.7787896	2.9548987154432577e-82
RP11-395B7.4	1.7783624	2.502401435420017e-129
HPSE	1.7726159	2.3956623059469034e-104
SEPW1	1.7678179	1.1596094495266446e-121
MIR217HG	1.7677265	1.089529596940791e-109
MAB21L1	1.766564	2.0247399790888443e-71
KIR3DX1	1.7665076	2.822534145802059e-135
RARA	1.765391	9.938812791684725e-124
C4orf48	1.7648786	1.2425650561945152e-99
L1CAM	1.7644554	7.394163227908502e-70
SHANK1	1.763775	8.296551676023446e-118
RP4-533D7.5	1.7629571	3.444497198148639e-112
LMX1B	1.7604647	8.720615471884561e-126
INSM1	1.7603784	1.4797780771601957e-62
CKMT1A	1.7603028	3.986848379712959e-91
RP11-436D23.1	1.7587132	3.412109722532576e-126
EDIL3	1.7583593	7.273867376918548e-86
AC012442.6	1.7560728	6.673100003631019e-118
CTD-2525I3.2	1.755189	4.648147766802425e-116
PCBP4	1.7550936	1.9338974881283775e-89
FAM20C	1.7544181	1.1847985680644635e-128
MARCKSL1	1.7539113	1.5942310256342123e-122
TMEM179	1.7521787	1.2912989220306985e-102
HERPUD1	1.7506663	8.915686914289216e-118
PBX3	1.7505922	1.7462329310676954e-98
GMFG	1.7451591	5.826089639095492e-97
THBS4	1.7428873	7.53079636690817e-113
CACNA1D	1.7401302	3.0353309875812763e-75
ARRB1	1.7395961	3.3283567173665766e-111
FTH1	1.7379885	4.704824770695746e-113
RP11-771K4.1	1.7358389	2.405542295236455e-66
LINC00693	1.7355046	3.732868913653785e-142
ZC2HC1A	1.7349716	1.598348305979701e-85
STAMBPL1	1.7337838	6.590432190636226e-86
VAT1	1.7318753	2.2332833925787853e-138
CCER2	1.7296467	3.195527384909995e-112
ATP1A3	1.7264866	1.2191938359635328e-74
RP11-147L13.12	1.725815	1.6669384672876685e-118
DCX	1.7241242	2.208921454954134e-74
IL12A-AS1	1.7237875	4.739958619890891e-93
EPB41L4A-AS2	1.7209555	2.562076805499462e-119
C9orf84	1.7188776	5.242370750646396e-102
C9orf106	1.715068	1.055256576613219e-134
DPYSL4	1.7134019	6.1226926416661055e-149
AKIRIN2	1.7045497	2.4449586426939312e-138
PDZD9	1.7024509	6.477021218639228e-119
FAM189A1	1.700659	6.924527924953707e-96
RP11-768F21.1	1.6989553	1.2433922376792524e-112
AP000230.1	1.6983228	6.8573707612495935e-81
KCNG2	1.6980268	4.006194348575629e-105
RP5-1050D4.5	1.6933835	1.887288410038691e-112
RP3-512E2.2	1.6932536	1.4626727862443179e-100
RP11-156E8.1	1.6917189	8.515648240918879e-159
AP003774.1	1.6900946	2.831759129455836e-91
RP11-403P17.6	1.6889591	2.634965676778253e-100
STMN4	1.6879326	5.6645321757969506e-67
RARA-AS1	1.6878524	3.880264551801399e-129
RP11-679C8.2	1.6860504	3.2456167366872435e-77
RP11-616M22.12	1.6858964	4.029380261454818e-117
RP11-379F4.9	1.6857384	2.4696602001632863e-90
SLC5A12	1.6852568	4.219933163860806e-65
TSHZ3	1.6851313	2.3087753376247426e-115
NPTX2	1.6851194	8.633317537602883e-92
CTD-2554C21.3	1.6848456	3.1313695748727916e-100
SLIT3	1.6843772	3.8381317917929655e-111
LINC01235	1.6814861	4.672353043555475e-132
TNIK	1.6808052	1.1815480253769182e-94
RP4-555D20.2	1.6807735	3.047166933769028e-98
RP11-390D11.1	1.6792948	4.0416745624062044e-96
SYT3	1.6761912	1.2417268938863188e-91
ADPRHL1	1.6738113	1.0978528594618077e-129
MAP6	1.6725559	2.1921694077697263e-106
RP11-248M19.1	1.6721321	1.7911802409888035e-88
RAB3C	1.6712408	8.462430080834949e-115
LEMD1	1.6698256	4.043603124605905e-102
RAB33A	1.6691825	1.3025142582522197e-89
ZNF667-AS1	1.6686913	1.4196453932688772e-117
GLRX	1.6682606	1.7299551955687348e-103
SLC1A2	1.6643163	9.249260040777344e-89
ACHE	1.6602778	2.385230015439432e-105
MAPK8IP2	1.6542201	4.90752805246322e-97
PIK3CD	1.6520599	8.821151222707674e-103
ITK	1.6511139	1.0028089864086241e-116
NMU	1.6498562	4.536143228196655e-78
CTD-2014B16.3	1.6492114	6.332704519628566e-122
ZNF208	1.647683	5.702774584736919e-88
LRRC3-AS1	1.646583	4.589510314211182e-101
C19orf45	1.6461573	1.514510801683542e-120
LIN7B	1.6454873	4.450734635550292e-90
RP11-54O7.3	1.645264	1.2576498388987336e-115
RP11-169K17.3	1.6445478	8.403961057450682e-107
RPS26	1.6437055	3.1317365071077816e-67
FAM71E1	1.643423	4.3206588540011305e-97
ABTB2	1.6415704	1.314626404349952e-121
RP4-683L5.1	1.641203	4.850343414367667e-101
NUDT14	1.6361734	1.2311792535343189e-141
BLACAT1	1.6352798	1.0209267355726877e-110
HOXB4	1.6349521	2.6915982394355653e-117
NAAA	1.6332713	2.9267301687911657e-83
SRRM3	1.6316127	1.0506962342982972e-87
ATP5EP2	1.6310945	1.0741702185008871e-135
CLEC11A	1.630221	2.063508222319576e-72
RP11-344A16.2	1.6300586	2.4969253337410656e-88
CXXC5	1.6280366	2.2229519959110266e-96
HBE1	1.6259813	3.9734767622044795e-97
RP11-553A21.3	1.6257128	9.430744368861889e-104
XXbac-BPGBPG55C20.3	1.6254805	1.9832090224005942e-130
ZNF763	1.6248151	1.7387187215110373e-103
PKIA	1.624702	9.594812199472554e-98
LINC00969	1.6227543	2.7382498761630196e-93
CTD-2140G10.4	1.6215706	1.248603259718033e-108
RND2	1.618644	1.978734575504626e-117
KCNK1	1.6185392	6.502609421916708e-107
RP1-40E16.9	1.6172484	1.0952866099970551e-123
HOXD1	1.613272	8.957940041247744e-119
RP11-713P17.5	1.6132157	4.758120050954329e-119
SLC7A8	1.6097572	2.8632349355505988e-123
RP11-456K23.1	1.6072444	1.292295416370449e-85
FKBP1C	1.6068299	3.0123492094334743e-124
RIN2	1.6055045	1.0956280617391717e-142
SHISA9	1.6042172	3.2228619557055723e-80
OLFM2	1.6040957	1.410425907383382e-92
MAL	1.6039524	4.8895182911454153e-104
ENO3	1.602832	1.647279668372015e-115
HAND2-AS1	1.6022637	8.759476920779376e-44
ADCYAP1	1.601352	1.0337350260633958e-73
HULC	1.6003293	1.806616066394366e-108
BASP1	1.6002285	3.9063763594651125e-59
PVRL2	1.5984036	2.6232066471448914e-125
