names	lfc	padj
CA12	0.9925315	7.767987699088879e-256
RP11-449J21.5	0.99210143	7.11708143778441e-269
RP5-1024C24.1	0.99116284	2.562016196249394e-257
ACOT6	0.98930764	2.665446593717578e-206
TMIGD2	0.9858355	1.2068347189418681e-248
AGXT	0.9856555	0.0
IKBKE	0.9850714	8.544950949245249e-251
LINC00511	0.9847877	1.1697410926792155e-253
MYC	0.9835042	4.2789266791723665e-168
RPL3	0.9833418	3.762779787548887e-174
GATM	0.9831925	0.0
MRPL24	0.9826001	0.0
DPP7	0.97859126	0.0
LYPD6	0.97836983	1.2598165894775905e-290
RP11-275I4.2	0.9778832	1.0009026257255846e-238
RDH10	0.9755093	1.3310673774850023e-244
COL24A1	0.97530454	1.9656450373647296e-191
SIX2	0.9748636	4.1889301134153e-212
PRSS46	0.97436965	4.2569726005445706e-250
DUSP2	0.9738299	4.843111655864534e-286
SMIM3	0.97216624	0.0
HES4	0.9719769	2.261867915512571e-170
LGALS3BP	0.9679249	0.0
DNPEP	0.9662558	0.0
SYNPR-AS1	0.96455353	0.0
TYSND1	0.96397626	0.0
CTD-2036P10.6	0.96346426	1.9949189699342894e-263
UNG	0.96101815	2.994069638123041e-305
LEF1	0.961015	7.13830597416322e-191
MANSC1	0.9608969	0.0
ANO9	0.959983	1.361653573726756e-292
RPS15	0.9598792	0.0
RP11-796E10.1	0.95924056	2.5703004686146836e-203
DEFA5	0.95876306	9.418246024835582e-209
ROM1	0.95862895	0.0
RP11-108M9.3	0.95759374	8.769523089665776e-197
LINC01076	0.95569944	4.747262008703416e-309
HPDL	0.95520574	1.837794698671121e-307
CPNE2	0.9546508	0.0
KDELR3	0.9533108	0.0
CAT	0.9531315	0.0
PRDX4	0.95285505	0.0
CHST9	0.9526101	5.986763465434638e-256
AIPL1	0.9524401	8.693643094574206e-265
C17orf64	0.95173496	0.0
MCM3	0.95084864	5.841365327628457e-192
RP5-942I16.1	0.9508329	1.8344731687398476e-289
LDHB	0.9493071	0.0
HEY2	0.94853395	3.3217016716648916e-164
P3H4	0.94738334	0.0
RP5-1186N24.3	0.9462375	3.281695398903703e-277
DLX4	0.94609445	0.0
RLN2	0.94594705	0.0
MACROD1	0.9458827	0.0
RP11-449J10.1	0.9439417	3.4321331309075273e-252
SUGCT	0.9386336	0.0
OAF	0.9376135	1.102659678240511e-233
ADORA2B	0.935171	5.296119990162921e-241
GSTP1	0.93313664	0.0
CAPG	0.9326128	1.3095693053262504e-253
CD247	0.9322527	3.3221517500766304e-169
RP6-65G23.5	0.9311667	5.535206696013561e-211
FOXA3	0.93072724	2.0282477867289758e-161
DDB2	0.9268194	1.0041466270386334e-215
ACTR3B	0.92676616	0.0
ATG16L2	0.92586434	0.0
DPH2	0.9256002	0.0
FAM178B	0.9253738	1.1079682775357724e-291
RP13-890H12.2	0.9253644	1.7213446380199688e-227
ANKRD35	0.924857	1.6230420518594263e-303
PPA1	0.9246366	0.0
RP11-20J15.3	0.9240574	6.2482868643964065e-217
RPL13	0.923899	1.8224138873997866e-304
PPT1	0.9203944	0.0
COL9A3	0.9198962	1.7637270165937864e-222
RPS5	0.9189928	0.0
MALL	0.917817	3.5903350088272295e-303
PCSK9	0.9171804	6.260308449346888e-209
RP11-495P10.6	0.9157209	1.9626879732386652e-300
ENO1	0.91448426	0.0
ACAD11	0.9144519	1.5941264352268782e-185
C10orf131	0.9105269	1.3290444151529352e-106
GSTM4	0.90891176	0.0
MYOZ3	0.90856767	0.0
CTA-363E6.2	0.9079785	6.002358760758205e-241
RPS6	0.9071257	3.456823157822092e-128
AQP5	0.90644157	0.0
TNFAIP6	0.90642726	3.59341537464806e-254
USP18	0.9059024	3.31253478713951e-289
ETV4	0.9054936	1.4869332572997947e-164
HES5	0.9054898	1.0021666399009423e-68
COLCA2	0.9054289	2.1944968099081216e-254
PLP2	0.90494376	8.271252082360911e-281
RILP	0.904444	0.0
IGSF5	0.9027877	6.395317557143711e-250
RP11-92G12.3	0.90255225	1.803106228829643e-275
LINC01301	0.90222126	0.0
EFCAB9	0.9021013	1.0756365861021588e-274
DUSP9	0.9012726	1.6476460084870108e-194
CTC-527H23.3	0.9001944	1.2919212403824323e-197
CD83	0.90012115	0.0
RP11-217B1.2	0.8990824	3.8948518656248493e-280
NOP16	0.8986498	0.0
FAM201A	0.8979232	3.6283269722044713e-296
CTD-3035K23.7	0.8964625	1.1307387655346553e-261
CCDC68	0.89632267	3.6177484617178036e-255
PGM2	0.89614147	0.0
NME4	0.89565915	0.0
GAPDH	0.89557666	0.0
ADA	0.8946716	1.844358964233204e-285
SAT1	0.89457816	2.580598297084487e-150
BARX1	0.8943337	4.564283098385164e-146
RLBP1	0.89359105	1.5405293169112803e-303
KIF25-AS1	0.89263517	1.1938467671404882e-289
HERC6	0.8920005	1.9935163037492367e-210
RP11-172H24.4	0.89129126	0.0
RP11-342M1.3	0.8902486	4.841756043329026e-198
RHCG	0.8889223	1.0614756785322892e-222
HAPLN4	0.88613653	1.4413608494992427e-276
SMIM10	0.88553846	1.533860120006495e-226
RP11-1022B3.1	0.88515145	1.5033759848575398e-197
UGT3A2	0.88483804	0.0
GLI3	0.8834118	1.7860333722423462e-138
ENPP3	0.88297546	2.8246219696017655e-232
NOG	0.8799546	1.988962345443356e-198
CTA-984G1.5	0.8797975	0.0
RP11-423H2.3	0.8794846	5.35434609650883e-293
RHOV	0.87762713	0.0
MCM7	0.8768644	1.0068726984326542e-177
CDH23	0.876168	1.3908615235577864e-208
THEM6	0.8743367	5.105260319880155e-281
ALDH1B1	0.87367505	0.0
RASGEF1C	0.8732055	8.185365460811018e-232
RP11-370A5.1	0.87285596	9.901095615942308e-87
PAICS	0.8724884	1.0368663555150964e-275
RP11-373D23.3	0.8711131	3.7800791817764127e-211
TTC27	0.8710376	0.0
PHGDH	0.8700017	1.7745062345193488e-213
NR2C2AP	0.8699793	0.0
TMPRSS5	0.86966884	1.7123407238367822e-222
FERMT1	0.8686765	4.604051900192777e-245
TRMT1	0.8683281	0.0
GLYATL1	0.86723113	2.8807850679417797e-246
CCDC86	0.8665756	1.686278689383706e-271
PRSS36	0.8655018	8.73918111622582e-284
AC129492.6	0.8650921	2.379237156212633e-288
RP11-473M20.16	0.8649865	3.4932606994834533e-205
SRY	0.8647978	1.3059089840168118e-234
TMEM109	0.8643981	5.493851420391893e-308
GSTO1	0.86434114	0.0
MAPKAPK3	0.8641284	0.0
SNRPA	0.86326844	0.0
AGRP	0.8625123	1.942988797699462e-213
SPATA41	0.86122453	4.693042028363769e-239
KRT23	0.8594627	0.0
KLF15	0.85904056	4.089779875969604e-235
PLAGL1	0.8582733	7.408972754343729e-166
RPS9	0.856075	1.953420060886351e-156
PRAP1	0.85564077	8.237927188375635e-272
B3GALT5-AS1	0.85478574	1.0153373094056027e-197
WDR18	0.85470617	0.0
LRRC3B	0.85468817	1.064765886389366e-285
MAFTRR	0.85467166	5.3286771350836494e-275
PRPS2	0.8544227	1.0102516677390953e-206
MAP6D1	0.8541833	3.570274550169935e-228
DHCR7	0.853874	7.127337910418667e-283
RP1-90G24.6	0.85285926	4.882355362349866e-274
RHBG	0.85252625	1.7354563645169378e-216
FLVCR2	0.8514649	9.360012249624363e-247
ACADL	0.8501955	1.424284717152793e-298
HAAO	0.84997034	4.680910722361764e-297
SNRPB	0.8497654	2.1709492594235358e-209
HMGA1	0.84899837	3.904399471413952e-207
ITGB4	0.84792984	2.6726957304126444e-285
ISG15	0.84670603	2.728496978186564e-122
AHCY	0.8454454	0.0
C5orf56	0.84539515	1.1222716241803189e-299
DCTPP1	0.84360206	0.0
SCN4A	0.8431322	5.646617406502532e-171
EXOSC5	0.84272254	0.0
CCDC109B	0.8410751	8.478422061509066e-186
RP11-248G5.9	0.8404502	1.2880331615563815e-253
FBLN1	0.84019184	2.1435614018246003e-191
DMRT3	0.8400647	3.547209236815223e-144
RCN1	0.83861613	6.5097861450555e-272
AGTRAP	0.837701	3.43450816154225e-242
RP11-557C18.4	0.8372096	5.902112130336832e-115
EAF2	0.8367586	4.370035648219892e-293
VIM	0.83606863	3.939290786815279e-46
PSAT1	0.8348025	4.381412988577085e-184
PARP12	0.833661	2.7896395275501315e-150
ALDOC	0.83218914	3.779380850721165e-283
IMPA2	0.83206904	4.451514130390621e-191
COL4A6	0.8317222	8.40489330278782e-77
SLC12A8	0.83157855	8.016672862918104e-178
STARD3	0.83150756	5.75609090967539e-258
CLPSL1	0.8312016	8.173114754905855e-250
GOLGA8H	0.83093816	4.8018991301057447e-181
EPDR1	0.8305996	6.141505023982109e-213
SH3TC2	0.8294512	1.337262593384332e-282
RP11-571L19.8	0.82940173	2.1352447844987786e-139
RPSA	0.82918185	2.6510338504314126e-179
RPL29	0.828892	0.0
FKBP10	0.8273954	7.827528456532168e-219
FOXG1	0.8272945	9.065582272682109e-80
ARHGEF35	0.82690626	1.4185901910460326e-212
MOCOS	0.82625574	1.3656633385907494e-211
CRYL1	0.82624215	0.0
PROSER2	0.82596344	6.38172253752148e-215
RPL18A	0.82338476	2.99720963507297e-255
CLDN10	0.82291883	1.1349493708302287e-225
RPS19	0.8217065	1.106748644435678e-252
SH2D4A	0.82113945	0.0
RRP9	0.82109547	0.0
CYBA	0.8195339	5.906521124084186e-308
LIMCH1	0.8195258	3.303736791418905e-192
AVPR1A	0.81939054	3.366546333805398e-228
MYCN	0.81920666	3.5576648161342926e-247
MCOLN2	0.8187316	4.62243132542572e-195
TTPA	0.8186557	6.516933245175878e-176
SSH3	0.81748736	1.8816589736455323e-248
C4orf19	0.8174755	2.285151995411287e-225
ZFP36L2	0.8164728	5.689887489399631e-119
XKR9	0.81504756	5.905122320636161e-170
CLEC14A	0.81466854	1.0457148310108575e-218
RP11-135A1.2	0.8135823	1.6659582126923728e-209
EEF1B2	0.8135216	4.166483905844928e-266
HAPLN1	0.8132307	0.0
HM13	0.81266505	0.0
CMTM7	0.8123413	4.51229458416551e-293
PIR	0.81170577	1.0129088491078673e-257
RP11-238F2.1	0.8116504	9.016271301664624e-209
SLC38A5	0.81105834	6.272368382789496e-272
FBXO4	0.8093079	0.0
YBX1	0.8089872	0.0
RPP25	0.8076597	1.6096799755345392e-210
PUF60	0.8070411	1.068570476146746e-297
RHPN1-AS1	0.8068257	4.5772124236168505e-254
CTB-50L17.9	0.80546975	1.6491863563703937e-206
IFI6	0.80503017	1.4014961812269915e-85
MDH2	0.8048294	0.0
P3H2-AS1	0.80469346	1.9321062904790477e-228
OR5A1	0.8042118	8.932356088029539e-159
NXT1	0.8038677	0.0
FAM111B	0.8033884	8.322406710033843e-165
RPS18	0.8030037	1.008054056218598e-221
AC010890.1	0.80285907	5.337002362559532e-189
RPL19	0.8028578	0.0
PCBD1	0.8020638	8.685699896349381e-300
RP11-355F22.1	0.8020608	1.8982994722260777e-220
AC021188.4	0.80204415	1.333707077748788e-243
SFXN4	0.8018295	0.0
VAV3-AS1	0.8002869	2.654371715795379e-193
NTHL1	0.7999185	0.0
AP000253.1	0.7998985	1.0867884904976759e-241
GPC4	0.79968756	9.768769601305176e-134
IL17RE	0.7987508	3.55091804203993e-213
UBR5-AS1	0.7984368	3.6456479059032814e-265
PPP1R1B	0.79840183	1.0965770993567645e-185
TERC	0.79814	3.965858665316658e-176
FLT4	0.7980115	4.619653136505091e-255
CTSH	0.79664946	7.534739869906318e-241
CCNB1IP1	0.79601467	0.0
RP11-698N11.2	0.7955226	3.3149966593699837e-258
RPS14	0.79510844	4.144287848879965e-186
CTD-2651B20.3	0.79363203	4.122007994042931e-232
GAS6	0.7928425	0.0
CDK4	0.7924671	0.0
FMO4	0.7918745	1.7513613368781068e-248
EDARADD	0.7918669	2.361065704883386e-167
SFRP2	0.79145354	2.296258426500936e-63
GNG11	0.79045594	7.071441865104102e-201
ARHGEF19	0.7904081	2.737719431649225e-301
GPATCH4	0.7895901	4.4754125126612735e-262
RP11-30J20.1	0.78913987	2.0245043290770611e-199
SRM	0.78882504	0.0
TLL2	0.788546	9.67179266978214e-190
NIT2	0.78831387	0.0
CREB5	0.78656924	4.840303473277571e-143
SYNE2	0.7860325	9.883712492747954e-80
HLA-DMB	0.7855897	4.548102391850611e-173
LINC01396	0.78482866	4.11088004390683e-224
CLNS1A	0.7839651	0.0
RP11-139K4.2	0.7835874	2.2247718652469358e-207
RPS3	0.7834405	5.927715926281046e-216
FEN1	0.7833464	9.368779926789233e-163
IQGAP2	0.78326994	1.439946191894312e-153
CHMP4C	0.78277683	6.707181891941571e-184
PRB3	0.7822469	1.8697980791159096e-172
F10	0.7816454	7.386394194813272e-223
NANS	0.78139293	0.0
TRIP6	0.7810543	1.8462823967534158e-221
EEF2KMT	0.78058934	0.0
SORBS3	0.7803264	6.493463899555367e-211
ERICH4	0.7796753	3.1901453240516866e-181
PP7080	0.7785376	0.0
CMTM5	0.77826136	4.104710871532918e-291
PSME1	0.77794385	0.0
MRPS2	0.7770899	0.0
RP11-227D13.1	0.7764169	7.943366076960218e-187
TSPAN33	0.7757111	9.858003888885575e-266
IGFL4	0.7746577	1.606432870863845e-197
MCM4	0.77438104	1.9600411618158502e-153
KRT19	0.77426267	7.888426886945232e-202
TMEM123	0.7740896	9.268720504489752e-175
RP11-222K16.2	0.7738619	5.2184844813178883e-247
CTRB1	0.7736966	5.1496627335921665e-96
TMC5	0.77281076	1.6800256036550097e-175
IRAK3	0.7726089	3.264190352998988e-163
ASB13	0.7724823	0.0
CTD-3076O17.1	0.77167976	6.328637662495034e-283
MYLK4	0.77143824	4.068460290556412e-208
FAM57A	0.77113485	6.300840919789188e-289
SPATA18	0.77096033	3.7672128239660215e-167
PHF11	0.7696178	4.101374565804136e-194
PTGES	0.76953727	0.0
EFNA1	0.7693188	2.2304845893033974e-176
SLC1A5	0.7690348	1.0061754756895428e-192
EDN2	0.7680255	4.476540427856629e-220
LGI1	0.76774967	1.2910461550542416e-226
RP11-157J13.1	0.76716655	1.3661103395121844e-196
SERPINB6	0.7669264	1.411209875430851e-281
DOK1	0.7666671	5.417712925142929e-272
HSD17B14	0.7662501	2.2843656773810128e-240
LINC00337	0.76564485	7.210655798723421e-221
FSCN2	0.7652455	9.50505991723229e-116
RPL22L1	0.76421744	3.2116863296305637e-162
DDX60L	0.76380754	8.304775540078776e-181
RP11-524O1.4	0.76346666	1.5830810898892403e-262
MRPS26	0.76288056	0.0
RPS2	0.7622033	7.100270827039304e-82
AL450992.2	0.7601035	0.0
PNP	0.75923836	0.0
TMEM52	0.75898224	3.3521094949805154e-231
HMBS	0.75897133	0.0
TOR3A	0.75895065	2.6718630682599226e-302
DNPH1	0.7579154	6.873516301131558e-221
RILPL2	0.75778794	3.3344696812596375e-200
ZNF32-AS2	0.7577694	9.852784950642327e-211
RP5-1159O4.2	0.75670475	1.532553015160681e-184
MYCNOS	0.75452447	4.5995465490963505e-281
SLC39A8	0.75412244	4.455872517724861e-195
CBLC	0.752923	3.8693258031218744e-252
B4GALT2	0.7527342	0.0
LYL1	0.74974775	3.733498765221974e-219
FAM69C	0.7492591	8.530671541101156e-199
DNASE2	0.74861574	7.747134169280703e-223
ABHD4	0.74822205	8.068011069180701e-247
DDX28	0.74803627	0.0
NUP37	0.747941	2.0114041393689992e-278
PHLDA3	0.74655443	4.4269858696885805e-142
IMP4	0.74640185	0.0
ANXA11	0.74637264	2.288960205423365e-303
PLAUR	0.74601895	1.1743544326208876e-184
LINC01415	0.7454335	2.1163705887470933e-175
DYRK4	0.74466896	0.0
RCL1	0.7441804	0.0
NAP1L6	0.74387926	4.39245205976863e-167
TYRO3	0.74331796	3.067280589120587e-180
CALHM2	0.74170923	3.1556852280288325e-175
LSM4	0.74122024	1.9599071414776712e-226
AL592528.1	0.74079823	1.0618023848558908e-209
AC011290.4	0.7402047	3.968652327265209e-284
EMX2OS	0.73968375	4.7246928338756525e-86
SLC2A4RG	0.73950183	1.2870992352308226e-272
HRSP12	0.73903286	0.0
HAPLN2	0.7379574	5.8760074331337135e-161
RP11-353N14.2	0.73775345	2.4329518610288634e-227
FGFBP3	0.7376899	4.809252931447392e-193
RHOC	0.73762506	2.0127209577386077e-263
CTB-1I21.1	0.7372822	1.2945944541488117e-214
VEPH1	0.7367788	7.115694830254073e-146
RARG	0.736219	3.039081727069407e-186
GNAI2	0.73619497	1.3333059055897694e-221
OTX1	0.7359745	7.679674792291232e-111
IFI16	0.73547333	7.676538223014981e-154
HADH	0.7353628	0.0
LINC01018	0.73278284	1.9211195119807699e-202
CTD-2026K11.3	0.7325268	2.6846081067742873e-191
RPL35	0.7323829	0.0
TOM1L1	0.73223096	0.0
LINC00908	0.731619	9.468376706995261e-204
NANP	0.7316097	1.0043880259445917e-256
RP11-1260E13.1	0.731201	4.458213113745982e-139
RP11-125O18.1	0.7307444	2.018655614449039e-191
NRROS	0.73040783	1.4912726467045828e-205
TRIM5	0.72958493	8.158141268945363e-170
LINC00691	0.7294662	1.277087545496254e-144
MTNR1A	0.7289963	3.0582222155994943e-176
SCPEP1	0.72866046	0.0
PROCR	0.7278747	2.6750347912256696e-252
PLP1	0.72616726	4.210807781182067e-181
APOC1	0.7259414	3.3721910166363454e-251
DKK3	0.7255896	1.6637407231809334e-267
RSL1D1	0.72505724	4.1184435499013577e-277
SLC39A4	0.72406423	5.825446168879458e-144
LTA4H	0.72404236	0.0
EIF3G	0.7239577	0.0
IL17RB	0.72312915	3.554811487818742e-192
RP11-966I7.4	0.7230254	1.2619513341118447e-173
RP1-239B22.5	0.7226884	9.482760104752581e-175
ASPG	0.7223672	2.4978147880167386e-204
NINJ1	0.720814	0.0
REST	0.72021055	8.47141692612594e-112
PRKCB	0.7198681	3.680103487206366e-173
DERL3	0.7192851	1.1609590626707562e-158
DRG2	0.71928245	0.0
RSAD1	0.71918976	1.1422671224825842e-205
C11orf49	0.7186501	0.0
SLC25A19	0.71862096	7.44527831658627e-291
EXOSC7	0.71818256	0.0
RPLP1	0.7181739	3.276894265829429e-242
GBP5	0.7181248	7.717184372540119e-197
GYG1	0.7180657	0.0
SEL1L3	0.7178198	7.586843413001565e-175
CCDC74A	0.71772873	0.0
EDA2R	0.71748024	5.144250652361626e-122
CA14	0.7173189	1.3490269674344146e-276
MVB12A	0.717147	0.0
EFCAB6-AS1	0.71705955	4.2062054342655294e-177
TXNRD3	0.71672714	1.023181722607101e-265
ADAMTS6	0.7167107	3.688046826176466e-141
MAP3K8	0.7159602	4.9251352538629535e-202
PABPC1	0.7156231	5.856650254803394e-233
EBNA1BP2	0.71534723	0.0
LYPD1	0.7149391	2.1851520795227057e-147
ZDHHC19	0.71489435	1.578755381439124e-193
FAM53A	0.71452814	5.129277537882391e-231
ALKBH2	0.7143871	0.0
LINC01338	0.7140023	2.3709748931548784e-232
CECR5	0.71397656	0.0
CCDC102A	0.71363455	5.303148369990875e-196
MMAB	0.7132534	6.1019742119410386e-291
PKM	0.71294373	1.370743767504267e-308
RPL10A	0.71200764	4.249153475514112e-111
RPL8	0.71149373	1.1864168998454686e-282
RP11-755F10.1	0.7113962	1.4208737740922494e-279
SMIM20	0.70996654	0.0
EXOSC4	0.7087902	0.0
ARX	0.7086526	1.3042190096509206e-83
VPS9D1-AS1	0.7080415	2.8766737050727495e-224
ALOX12	0.70739293	3.113649929274706e-152
AK2	0.70727414	0.0
LINC01351	0.7061886	2.7669312588696336e-203
SOSTDC1	0.70572954	9.095110429068735e-142
MCM6	0.7053467	4.247005541810624e-147
DGAT2	0.7040106	5.83127947618898e-209
AC007292.4	0.70360714	1.1494308200494316e-163
LHX2	0.7029588	1.9621301667858018e-39
AC009005.2	0.7026417	1.8702686421234748e-175
RP11-315O6.1	0.7024826	6.575179679457806e-198
CATSPERD	0.7024639	9.471012672748254e-177
CSPG5	0.7010269	6.028903026033097e-210
DMKN	0.70081997	4.938945209332926e-264
FGFRL1	0.70024836	3.2034015643818854e-165
GLO1	0.7002273	0.0
GPC1	0.7001661	1.2309283743121196e-237
PLSCR1	0.7000491	5.266990835878135e-154
FAM86B2	0.6998591	3.326716451387201e-160
BAMBI	0.69905996	8.774733292542581e-187
DKC1	0.6987604	5.999689459739846e-301
MCM2	0.6987267	8.775659722314558e-144
